Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,Marital_Status,Education
52034,1,1,67,146,0,93,7,13,73,259,5,4,2,5,7,0,0,0,0,0,0,0,44,2567,Divorced,Master
48526,1,0,32,23,17,23,43,20,9,126,1,2,1,4,3,0,0,0,0,0,0,0,38,2346,Single,Graduation
46734,0,1,40,110,5,137,26,23,29,301,2,6,1,5,7,0,0,0,0,0,0,0,63,2747,Married,Graduation
39552,1,1,54,165,3,147,4,24,41,343,7,6,2,5,8,0,0,0,0,0,0,1,55,2717,Divorced,Graduation
86358,1,1,78,957,47,494,82,47,95,1627,4,5,3,6,8,0,0,0,0,0,0,0,51,2849,Single,Graduation
46931,2,1,94,41,0,17,3,1,16,62,2,1,1,3,3,0,0,0,0,0,0,0,40,2225,Together,Graduation
16581,0,0,51,1,3,4,2,3,11,13,1,0,0,3,4,0,0,0,0,0,0,0,32,2692,Single,Basic
63998,0,0,42,176,29,818,0,33,112,1056,1,7,6,11,4,0,0,0,0,0,0,1,65,2350,Divorced,2n cycle
67381,0,1,67,815,8,53,11,0,70,887,4,2,2,9,7,0,1,0,0,0,0,0,66,2689,Married,Master
25930,1,1,87,6,1,2,2,0,4,11,1,1,0,2,7,0,0,0,0,0,0,0,50,2421,Single,Graduation
42693,1,0,29,8,4,20,6,3,16,41,1,1,0,3,5,0,0,0,0,0,0,0,39,2181,Married,Graduation
85606,0,1,89,717,42,864,219,30,84,1872,2,6,7,9,3,0,0,0,1,0,0,0,41,2753,Together,Graduation
72903,0,0,74,1067,138,750,0,19,39,1974,1,7,5,8,4,0,1,1,1,0,0,1,32,2402,Single,Graduation
49669,1,0,97,166,5,107,11,8,29,297,2,5,1,6,6,0,0,0,0,0,0,0,43,2195,Together,2n cycle
36778,1,1,63,29,4,34,2,4,4,73,3,3,0,3,9,0,0,0,0,0,0,0,49,2852,Married,PhD
85696,0,0,88,714,76,395,116,0,12,1301,1,4,6,9,1,0,0,0,0,0,0,1,55,2581,Divorced,PhD
10979,0,0,34,8,4,10,2,2,4,26,2,3,0,3,5,0,0,0,0,0,0,0,28,2197,Divorced,Master
49678,0,1,81,229,5,56,3,2,20,295,2,6,2,4,7,0,0,0,0,0,0,0,56,2671,Married,Graduation
56129,0,1,65,320,48,133,39,72,48,612,4,6,2,10,4,0,0,0,0,0,0,0,64,2533,Together,Master
37155,1,0,51,23,0,26,7,15,3,71,1,2,0,4,5,0,0,0,0,0,0,0,28,2673,Married,Graduation
21282,1,0,76,1,5,8,4,8,20,26,2,2,1,2,6,0,0,0,0,0,0,0,39,2208,Divorced,2n cycle
33419,0,1,76,56,0,12,0,0,18,68,2,2,0,4,7,0,0,0,0,0,0,0,55,2475,Single,PhD
63285,0,0,84,508,124,249,50,38,134,969,1,6,5,13,3,0,0,0,0,0,0,0,72,2395,Widow,Graduation
21255,1,0,56,29,0,25,2,2,3,58,4,2,1,4,4,0,0,0,0,0,0,0,43,2318,Together,Master
42162,1,0,31,46,7,59,2,4,27,118,2,3,1,3,6,1,0,0,0,0,0,1,36,2381,Together,Graduation
54450,1,1,0,454,0,171,8,19,32,652,12,9,2,8,8,0,0,0,0,0,0,0,61,2812,Together,Graduation
57744,0,1,91,350,3,39,0,0,19,392,2,9,1,4,8,0,0,0,0,0,0,0,63,2388,Married,PhD
26576,1,0,40,10,0,8,0,0,9,18,1,1,0,2,9,1,0,0,0,0,0,1,31,2783,Single,Graduation
57513,0,0,59,735,40,183,52,20,30,1030,2,9,3,13,6,0,0,0,0,0,0,0,74,2517,Widow,PhD
68142,0,1,96,897,126,196,91,112,37,1422,3,10,4,7,6,0,0,0,0,0,0,0,53,2828,Together,Graduation
7500,0,1,61,5,2,3,3,0,5,13,1,1,0,2,8,0,0,0,0,0,0,0,38,2828,Married,Graduation
83145,0,0,14,777,35,731,39,137,114,1719,1,5,9,11,2,0,0,1,0,0,0,1,43,2804,Together,Graduation
54197,0,1,16,162,6,37,6,13,13,224,2,1,3,6,1,0,0,0,0,0,0,0,57,2246,Married,Master
23091,1,1,98,35,0,11,0,0,2,46,4,2,1,3,7,0,0,0,0,0,0,0,54,2191,Single,PhD
46049,1,1,11,342,9,112,19,14,19,496,10,5,2,9,7,0,0,0,0,0,0,1,41,2502,Married,Graduation
56715,0,0,52,258,105,239,237,172,9,1011,1,7,3,4,4,0,0,0,0,0,0,0,43,2730,Together,Graduation
79410,0,0,19,658,80,483,123,13,13,1357,1,3,2,5,1,0,0,0,0,0,0,0,56,2190,Married,Graduation
57304,0,1,61,356,80,329,138,17,106,920,2,7,6,10,5,0,0,0,0,0,0,0,66,2634,Married,Graduation
44375,0,1,73,213,5,28,7,7,41,260,1,4,1,6,5,0,0,0,0,0,0,0,52,2257,Married,Graduation
54450,1,1,0,454,0,171,8,19,32,652,12,9,2,8,8,0,0,0,0,0,0,0,61,2812,Together,Graduation
59594,0,1,74,457,4,29,0,0,9,490,1,8,1,7,7,0,1,0,0,0,0,0,52,2776,Married,Graduation
80685,0,0,55,241,45,604,34,26,54,950,1,6,4,10,2,0,0,0,0,0,0,0,23,2835,Together,Graduation
40344,0,1,48,210,0,6,0,0,2,216,2,4,1,5,7,0,0,0,0,0,0,0,43,2418,Married,PhD
62710,0,1,53,441,35,83,7,29,11,595,4,4,2,12,4,0,0,0,0,0,0,0,45,2561,Married,Graduation
48985,0,1,13,19,13,18,10,7,8,67,1,1,1,3,3,0,0,0,0,0,0,0,49,2518,Married,2n cycle
35322,1,2,34,28,9,37,12,7,13,93,3,2,0,4,8,0,0,0,0,0,0,0,49,2835,Together,Graduation
77142,0,0,54,476,75,162,29,151,97,893,1,4,4,8,2,0,0,0,0,0,0,0,69,2555,Married,Graduation
81657,0,0,69,364,40,425,158,60,50,1047,1,3,4,8,1,0,0,0,0,0,0,0,48,2317,Single,Graduation
14421,0,0,81,0,0,2,3,3,8,8,1,1,0,2,5,1,0,0,0,0,0,0,21,2291,Married,Basic
20130,0,0,99,0,6,3,7,6,12,22,1,1,0,3,8,0,0,0,0,0,0,0,43,2263,Married,2n cycle
74214,0,0,3,863,83,547,86,99,33,1678,1,8,2,5,5,0,0,0,0,0,0,0,27,2831,Married,PhD
66726,1,1,61,349,7,35,0,0,47,391,3,8,2,4,7,0,1,0,0,0,0,0,60,2327,Married,Master
23724,1,0,65,5,23,15,0,18,14,61,2,2,0,3,8,0,0,0,0,0,0,0,38,2696,Together,Basic
47353,0,1,93,184,2,19,8,8,4,221,3,2,2,6,5,0,0,0,0,0,0,0,57,2387,Married,Master
33444,1,1,24,8,0,8,0,0,2,16,1,1,0,2,8,0,0,0,0,0,0,0,65,2762,Married,Master
54386,0,1,8,277,21,64,62,21,25,445,2,3,2,10,3,0,0,0,0,0,0,0,36,2567,Married,Graduation
28510,1,1,72,44,5,19,0,4,19,72,3,2,0,4,5,0,0,0,0,0,0,0,36,2601,Divorced,Graduation
90638,0,0,29,1156,120,915,94,144,96,2429,1,3,4,10,1,0,0,1,0,0,0,0,26,2295,Single,Master
48070,0,1,33,373,14,83,6,9,19,485,3,8,2,6,7,0,0,0,0,0,1,0,67,2691,Together,Graduation
43140,0,1,68,134,8,76,6,0,11,224,1,4,1,5,6,0,0,0,0,0,0,0,60,2699,Married,Graduation
54959,0,1,55,1148,0,60,0,0,24,1208,3,9,5,4,7,0,1,0,0,0,0,1,56,2685,Divorced,PhD
15056,1,1,76,6,12,3,21,6,40,48,5,2,2,3,5,0,0,0,0,0,0,0,59,2581,Single,Basic
26954,1,0,17,4,1,11,0,0,1,16,1,1,0,2,7,0,0,0,0,0,0,0,46,2211,Single,Graduation
22327,1,0,94,5,4,8,2,0,5,19,1,1,0,3,5,0,0,0,0,0,0,0,32,2490,Single,Graduation
44393,1,1,86,24,2,20,2,2,10,50,2,1,0,4,4,0,0,0,0,0,0,0,52,2470,Married,Graduation
62000,0,1,25,899,0,101,0,0,20,1000,1,6,6,13,4,0,0,0,1,0,0,0,65,2467,Single,PhD
31497,0,1,22,108,1,28,13,1,4,151,2,3,1,4,8,0,0,0,0,0,0,0,55,2729,Together,PhD
45894,0,2,15,27,2,7,0,2,13,38,1,1,0,3,5,0,0,0,0,0,0,0,43,2281,Married,2n cycle
78579,0,0,35,816,66,549,216,66,99,1713,1,5,6,4,3,0,0,0,0,0,0,1,47,2713,Divorced,Master
67369,0,1,81,1298,0,70,37,14,42,1419,4,7,4,10,4,0,1,1,0,0,0,1,48,2748,Widow,Master
58401,0,1,55,10,0,11,17,29,29,67,1,1,2,2,4,0,0,0,0,0,0,0,57,2229,Divorced,Graduation
62307,0,1,94,87,13,34,10,6,10,150,1,4,0,4,5,0,0,0,0,0,0,0,65,2291,Single,Graduation
43641,1,1,50,57,2,51,4,2,23,116,3,2,1,4,6,0,0,0,0,0,0,0,48,2592,Married,Master
63841,0,1,64,635,15,100,20,7,131,777,1,9,3,9,6,0,0,0,0,0,0,0,49,2593,Divorced,Master
46891,0,1,91,43,12,23,29,15,61,122,1,2,1,4,4,0,0,0,0,0,0,0,52,2460,Married,2n cycle
70091,1,0,11,964,34,137,15,0,11,1150,2,5,2,10,8,0,1,0,0,0,0,0,48,2614,Married,Master
78075,0,0,72,572,8,259,34,35,80,908,1,3,5,5,1,0,0,0,0,0,0,0,45,2244,Married,PhD
59184,0,1,6,341,142,113,259,151,66,1006,3,6,6,12,5,0,0,0,0,0,0,0,56,2817,Widow,2n cycle
54809,1,1,0,63,6,57,13,13,22,152,4,2,1,5,4,0,0,0,0,0,0,0,40,2450,Married,Graduation
58113,0,1,66,221,104,169,102,78,84,674,3,9,2,8,7,0,0,0,0,0,1,0,58,2679,Married,Graduation
51412,0,1,42,140,3,29,4,5,14,181,2,3,2,4,4,0,0,0,0,0,0,0,59,2339,Married,Master
15287,1,0,60,1,2,8,4,3,13,18,2,1,1,2,7,1,0,0,0,0,0,1,38,2786,Divorced,Graduation
66636,0,0,64,291,10,689,84,10,0,1084,1,3,4,9,1,0,0,0,0,0,0,0,60,2475,Together,Master
50965,0,1,87,544,13,85,8,6,29,656,3,10,4,5,8,1,0,0,0,0,0,0,61,2653,Married,Master
84618,0,0,96,684,100,801,21,66,0,1672,1,6,9,10,2,0,0,1,0,0,0,0,52,2378,Married,PhD
18351,0,0,1,1,12,9,0,14,7,36,1,2,0,3,7,0,0,0,0,0,0,0,27,2402,Married,Graduation
40451,0,2,54,35,0,4,0,0,10,39,1,1,1,2,5,1,0,0,0,0,0,0,60,2292,Together,PhD
36317,0,1,53,87,3,25,3,2,13,120,2,3,0,4,7,0,0,0,0,0,0,0,52,2562,Together,Graduation
42213,0,1,96,309,3,24,4,3,20,343,2,5,1,7,7,0,1,0,0,0,0,0,60,2419,Together,Graduation
65748,0,1,58,172,73,93,95,78,34,511,2,2,4,10,1,0,0,0,0,0,1,0,62,2599,Together,Graduation
77044,0,1,12,625,38,242,50,34,76,989,2,7,11,11,4,1,0,0,0,0,0,0,45,2404,Together,Graduation
74918,0,0,78,972,59,913,25,19,59,1988,1,5,9,6,3,0,0,1,0,0,0,0,48,2633,Together,Graduation
56721,1,1,64,157,6,39,6,13,75,221,5,4,1,5,6,0,0,0,0,0,0,0,45,2765,Married,Graduation
42160,1,1,26,48,9,45,3,15,20,120,4,2,1,4,6,0,0,0,0,0,0,1,42,2525,Single,Graduation
61559,0,1,8,279,83,88,32,14,34,496,1,4,2,10,3,0,0,0,0,0,0,0,52,2506,Single,Graduation
33629,1,1,49,132,0,16,0,0,4,148,5,3,1,4,9,0,0,0,0,0,0,0,54,2849,Together,PhD
68682,0,0,56,919,0,505,99,30,45,1553,1,4,9,10,2,0,0,0,0,0,0,0,26,2425,Together,PhD
34377,0,1,55,62,0,22,3,1,26,88,2,2,2,2,7,0,0,0,0,0,0,0,54,2685,Single,Graduation
8940,1,0,25,1,45,3,4,6,42,59,3,3,1,3,8,0,0,0,0,0,0,0,31,2835,Single,Basic
26228,1,0,50,2,6,4,3,1,9,16,1,1,0,2,8,0,0,0,0,0,0,0,44,2439,Married,Graduation
77297,0,0,84,408,61,109,48,122,41,748,1,5,7,9,4,0,0,0,1,0,0,0,60,2678,Divorced,2n cycle
40211,1,1,30,51,1,7,2,1,25,62,2,2,1,2,8,1,0,0,0,0,0,0,36,2493,Married,Graduation
33438,1,1,81,62,1,16,3,2,6,84,4,2,1,4,5,0,0,0,0,0,0,0,59,2439,Widow,PhD
75032,0,1,74,952,12,180,47,12,12,1203,2,5,4,9,3,0,0,0,0,0,0,0,58,2586,Married,PhD
61284,0,0,76,618,15,106,20,7,45,766,1,11,2,8,6,0,1,0,0,0,0,0,62,2419,Single,PhD
22518,1,0,36,11,7,12,2,2,27,34,2,2,1,2,5,1,0,0,0,0,0,1,31,2774,Married,Graduation
54730,0,1,64,318,3,17,4,7,56,349,5,4,1,8,4,0,0,0,0,0,0,0,42,2477,Married,Master
38452,1,1,62,56,0,14,0,0,2,70,3,3,0,3,7,0,0,0,0,0,0,0,62,2250,Married,Master
44421,1,1,53,110,5,59,7,1,7,182,5,5,0,4,8,0,0,0,0,0,0,0,46,2658,Divorced,Graduation
38197,1,0,86,23,0,11,2,1,3,37,1,1,0,3,5,0,0,0,0,0,0,0,31,2524,Together,PhD
41986,0,1,15,27,5,8,8,3,12,51,3,3,0,4,4,0,0,0,0,0,0,0,39,2299,Divorced,Graduation
28427,1,0,67,18,3,19,3,3,6,46,2,2,0,3,8,0,0,0,0,0,0,0,34,2624,Together,Graduation
37395,1,0,47,18,0,9,0,1,11,28,1,1,0,3,6,0,0,0,0,0,0,0,41,2217,Together,PhD
64722,1,0,47,303,0,280,60,147,15,790,4,8,2,11,6,0,0,0,0,0,0,0,46,2193,Married,Graduation
55249,0,1,81,97,1,19,2,0,11,119,1,2,1,4,3,0,0,0,0,0,0,0,61,2232,Together,Master
84906,0,0,98,997,15,414,99,30,76,1555,1,5,6,12,2,0,1,1,0,1,0,0,45,2427,Together,Graduation
28691,1,0,56,5,4,13,8,0,4,30,1,1,0,3,8,0,0,0,0,0,0,0,28,2519,Married,Graduation
44213,1,1,48,95,11,35,0,4,7,145,4,2,1,5,6,0,0,0,0,0,0,0,65,2371,Single,Graduation
25707,1,0,18,1,6,2,3,6,3,18,1,1,0,3,7,0,0,0,0,0,0,0,33,2321,Single,Basic
59062,2,1,74,46,1,12,3,0,9,62,2,2,0,3,4,0,0,0,0,0,0,0,50,2428,Married,PhD
76624,0,1,68,411,106,147,54,115,66,833,1,5,10,7,1,1,0,0,0,0,0,0,55,2195,Single,Graduation
66000,0,0,36,244,51,270,101,0,45,666,1,1,3,5,1,0,0,0,0,0,0,0,70,2229,Together,Master
27683,1,0,90,152,9,121,12,12,45,306,4,6,2,4,8,0,0,0,0,0,0,0,39,2853,Together,PhD
1730,0,0,65,1,1,3,1,1,1,7,15,0,0,0,20,0,0,0,0,0,0,0,46,2201,Divorced,Graduation
7500,1,0,63,10,17,18,8,26,40,79,4,3,2,2,9,0,0,0,0,0,0,0,25,2732,Single,Basic
40521,1,1,82,12,0,5,0,0,4,17,1,0,1,2,5,0,0,0,0,0,0,0,49,2609,Together,Graduation
20427,1,0,63,5,0,4,0,0,1,9,1,1,0,2,8,0,0,0,0,0,0,0,44,2256,Together,PhD
65106,0,1,55,790,19,133,12,0,19,954,3,8,3,13,6,0,1,0,0,0,0,0,42,2195,Married,Graduation
69969,0,0,64,882,29,514,38,29,44,1492,1,4,2,6,3,0,0,1,1,0,0,1,52,2465,Married,PhD
67433,0,2,51,615,28,259,12,48,30,962,4,6,5,13,4,0,1,0,0,0,0,0,65,2507,Married,Graduation
77766,0,1,97,1004,59,265,115,59,27,1502,2,11,10,11,6,1,0,0,0,0,0,1,50,2651,Married,PhD
74716,0,1,92,133,27,421,13,195,71,789,2,7,3,5,4,0,0,0,0,0,0,0,45,2449,Married,Graduation
68118,0,1,51,595,23,123,10,23,154,774,2,8,9,4,6,0,0,0,0,0,0,0,54,2413,Divorced,Graduation
55158,1,1,72,293,0,87,4,11,23,395,4,7,2,5,7,0,0,0,0,0,0,1,47,2858,Married,PhD
62972,0,1,39,313,15,47,20,0,192,395,2,7,4,3,6,0,0,0,0,0,0,1,62,2854,Married,2n cycle
74190,0,1,49,151,81,86,168,91,64,577,2,4,2,11,2,0,0,0,0,0,0,0,42,2207,Married,Graduation
39356,1,1,21,15,0,2,0,0,6,17,1,1,0,2,6,1,0,0,0,0,0,0,41,2261,Married,Graduation
76653,0,0,91,736,63,946,219,189,126,2153,1,4,7,11,2,0,0,1,1,0,0,0,48,2476,Together,Graduation
35860,1,1,37,15,0,8,4,2,20,29,2,1,1,2,5,1,0,0,0,0,0,0,44,2200,Divorced,PhD
90687,0,0,98,982,17,672,23,34,51,1728,1,6,2,8,2,0,0,1,0,0,0,1,34,2562,Divorced,PhD
73450,0,0,85,1142,51,415,90,69,37,1767,1,7,8,11,3,1,0,0,1,0,0,0,35,2365,Together,Master
31454,1,1,40,28,0,11,0,0,9,39,3,2,0,3,8,0,0,0,0,0,0,0,57,2517,Married,Graduation
47139,1,1,2,46,0,12,0,2,23,60,2,2,1,2,7,0,0,0,0,0,0,1,65,2274,Single,Graduation
83829,0,0,78,897,161,430,186,161,27,1835,0,4,7,6,1,1,0,1,1,0,0,1,42,2423,Divorced,Graduation
53378,1,1,41,489,6,152,8,6,132,661,10,9,4,6,8,0,0,0,0,0,0,1,54,2802,Married,PhD
19656,1,0,94,25,4,9,6,8,32,52,3,2,1,3,7,0,0,0,0,0,0,0,47,2665,Together,Graduation
45579,0,1,10,145,1,33,2,1,1,182,1,4,1,4,6,0,0,0,0,0,0,0,69,2472,Married,PhD
85485,0,0,73,630,26,611,44,18,54,1329,1,6,6,6,2,0,0,0,0,0,0,0,59,2167,Single,2n cycle
55956,0,0,22,760,38,104,50,9,38,961,2,7,3,4,4,0,1,0,0,0,0,0,73,2242,Married,Graduation
64191,0,1,30,420,15,186,151,38,15,810,3,5,3,13,3,0,0,0,0,0,0,0,54,2682,Single,Master
38808,1,0,21,125,17,52,3,19,30,216,4,5,1,4,8,1,0,0,0,0,0,1,45,2831,Single,Graduation
57183,1,1,51,464,5,64,7,0,70,540,8,9,1,7,8,0,0,0,0,0,0,0,51,2626,Married,Master
23748,1,0,97,6,6,29,12,15,8,68,3,2,1,3,8,0,0,0,0,0,0,0,49,2744,Divorced,Master
66303,0,1,56,1090,12,96,16,12,60,1226,4,3,4,11,8,0,1,0,0,0,0,0,46,2647,Married,Graduation
37368,1,0,4,3,2,11,2,2,10,20,1,1,0,2,6,1,0,0,0,0,0,0,42,2354,Married,Master
40800,1,2,77,24,0,27,8,30,10,89,2,3,0,3,7,0,0,0,0,0,1,0,53,2703,Married,Graduation
71847,0,0,95,737,21,106,55,63,210,982,0,6,7,9,3,0,0,0,1,0,0,0,39,2805,Divorced,Graduation
46149,0,1,36,254,6,71,4,0,27,335,5,5,1,7,5,0,0,0,0,0,0,0,42,2371,Married,Graduation
78687,0,0,13,817,185,687,145,55,241,1889,1,4,6,8,2,0,0,1,0,0,0,1,34,2848,Together,Graduation
49118,0,0,90,620,54,239,99,98,119,1110,2,9,7,10,7,0,1,0,0,1,0,1,46,2839,Divorced,2n cycle
37633,1,1,49,13,4,20,0,0,1,37,2,1,0,3,9,0,0,0,0,0,0,0,60,2806,Married,PhD
39767,0,0,18,113,61,204,34,26,47,438,2,7,1,7,8,0,0,0,0,0,0,0,66,2502,Together,Master
26997,0,0,89,7,23,78,133,49,144,290,2,4,2,5,7,0,0,0,0,0,0,0,66,2760,Married,Basic
33986,1,0,43,16,2,18,2,1,5,39,1,1,0,3,7,0,0,0,0,0,0,0,47,2631,Divorced,Graduation
57091,0,1,82,462,0,24,6,0,4,492,2,9,2,5,7,0,1,0,0,0,0,1,45,2742,Married,PhD
46831,1,1,84,22,2,10,6,4,34,44,2,1,2,2,4,0,0,0,0,0,0,0,48,2545,Married,2n cycle
83151,0,0,80,968,147,842,137,42,210,2136,1,5,7,10,2,1,0,1,1,0,0,1,45,2663,Married,Master
52531,0,0,68,283,112,151,51,72,125,669,2,7,2,10,6,0,0,0,0,0,0,0,46,2705,Married,Graduation
15759,0,0,12,1,2,5,6,0,3,14,1,1,0,2,7,0,0,0,0,0,0,0,61,2456,Married,Graduation
22804,1,0,75,14,1,7,2,1,1,25,1,2,0,2,9,0,0,0,0,0,0,0,46,2492,Single,Graduation
43050,1,0,10,30,5,24,6,3,8,68,2,2,0,4,5,0,0,0,0,0,0,0,44,2262,Married,2n cycle
42997,1,1,91,4,0,5,0,1,5,10,1,1,0,2,7,0,0,0,0,0,0,0,40,2363,Single,PhD
48918,1,1,21,52,0,9,0,0,1,61,2,1,0,4,4,0,0,0,0,0,0,0,54,2237,Single,PhD
60033,0,1,28,62,1,57,19,11,48,150,2,2,1,5,2,0,0,0,0,0,0,0,63,2251,Together,Master
34043,1,0,97,20,2,14,3,0,10,39,1,2,0,2,9,0,0,0,0,0,0,0,39,2406,Together,PhD
57811,0,1,49,545,7,114,37,21,78,724,5,7,2,11,5,0,1,0,0,0,0,0,51,2529,Together,Graduation
78569,0,0,14,558,79,622,207,175,95,1641,1,4,6,4,1,0,0,1,0,0,0,1,71,2289,Married,Graduation
7500,1,1,5,6,5,4,13,4,25,32,4,2,1,3,6,0,0,0,0,0,0,0,39,2708,Single,Graduation
94384,0,0,62,1111,24,790,160,45,172,2130,0,5,8,5,2,0,1,1,1,0,0,1,64,2641,Together,Graduation
23148,0,0,83,4,6,8,6,3,10,27,1,2,0,3,7,0,0,0,0,0,0,0,32,2290,Married,2n cycle
44267,1,1,48,183,5,65,3,5,49,261,5,5,2,4,9,0,0,0,0,0,0,0,47,2648,Divorced,Graduation
71626,0,0,94,546,72,376,94,145,72,1233,1,5,5,8,3,0,1,0,0,0,0,0,38,2764,Married,Graduation
60894,0,1,61,606,7,155,10,0,54,778,5,10,3,8,7,0,0,0,0,0,0,0,51,2525,Together,Graduation
50200,1,1,70,266,6,51,8,6,64,337,6,7,1,5,8,0,0,0,0,0,0,0,41,2611,Together,Graduation
81051,0,0,43,1142,29,249,38,29,14,1487,1,5,5,12,2,0,1,1,0,0,0,0,52,2196,Married,PhD
65169,0,0,23,1074,0,69,0,0,46,1143,1,10,4,13,6,1,0,1,1,1,0,1,35,2325,Married,Graduation
59868,0,1,37,771,51,154,54,10,154,1040,7,11,2,12,6,0,0,0,0,0,0,0,45,2501,Together,Graduation
65695,0,1,50,371,32,189,0,58,6,650,2,5,4,10,4,0,0,0,0,0,0,0,57,2308,Married,PhD
64857,0,0,78,556,14,717,210,0,43,1497,1,7,5,10,4,0,0,0,0,0,0,0,61,2742,Single,Master
45143,0,1,74,202,5,74,11,5,14,297,3,6,1,5,7,0,0,0,0,0,0,0,52,2466,Together,Master
74805,0,1,14,209,162,209,41,162,37,783,5,4,7,10,2,0,0,0,0,0,0,0,62,2394,Together,2n cycle
59060,1,0,77,35,40,111,36,40,12,262,3,3,1,7,4,0,0,0,0,0,0,0,28,2328,Married,2n cycle
27238,1,1,39,37,0,17,0,0,3,54,3,3,0,3,9,0,0,0,0,0,0,0,55,2594,Single,PhD
47009,0,1,89,171,45,73,59,10,90,358,4,3,2,8,4,0,0,0,0,0,0,0,52,2430,Together,Graduation
46094,1,1,62,12,2,20,3,2,5,39,1,1,0,3,7,0,0,0,0,0,0,0,44,2178,Married,2n cycle
40321,1,1,59,44,4,21,6,0,27,75,2,3,0,3,7,0,0,0,0,0,0,0,45,2494,Married,Graduation
37235,1,0,68,20,2,9,4,6,20,41,1,1,1,2,4,0,0,0,0,0,0,0,33,2307,Together,Graduation
81843,0,0,13,779,86,537,34,69,138,1505,1,5,9,12,3,0,0,0,0,0,0,0,57,2592,Married,Master
46692,0,1,37,170,6,97,24,12,88,309,3,6,1,5,6,0,0,0,0,0,0,0,59,2547,Together,Master
77382,0,1,36,491,48,231,112,105,134,987,2,5,7,12,1,0,0,1,0,0,0,0,49,2332,Together,Graduation
37774,2,0,28,173,8,107,7,2,176,297,4,7,2,3,9,1,0,0,0,0,1,1,40,2823,Single,Graduation
18393,1,0,2,7,10,13,16,0,4,46,2,3,0,3,8,0,0,0,0,0,0,0,43,2251,Married,Basic
72828,0,1,17,1205,0,235,19,14,205,1473,6,6,3,13,7,0,0,0,0,0,0,0,55,2659,Married,Master
24711,0,0,86,10,7,25,6,3,7,51,1,3,0,3,7,0,0,0,0,0,0,0,35,2231,Married,Graduation
45503,1,0,54,97,4,44,6,1,18,152,1,3,1,4,5,0,0,0,0,0,0,0,42,2436,Married,PhD
6560,0,0,2,67,11,26,4,3,262,111,0,1,0,1,17,0,0,0,0,0,0,0,35,2358,Single,Master
71604,0,0,3,345,53,528,98,75,97,1099,1,8,3,5,4,1,0,0,0,0,0,1,72,2383,Together,PhD
27244,1,0,84,6,5,17,3,24,46,55,2,2,2,2,7,0,0,0,0,0,0,0,38,2273,Married,Graduation
48752,1,1,8,73,57,100,71,15,0,316,5,6,1,5,9,0,0,0,0,0,0,1,48,2723,Married,Graduation
71434,0,1,4,711,36,217,172,96,168,1232,3,7,4,7,4,0,1,0,1,0,0,0,55,2443,Married,Graduation
90842,0,0,57,774,70,118,182,187,93,1331,1,4,9,13,1,0,0,0,0,0,0,0,69,2494,Single,Graduation
88097,1,0,24,163,0,480,0,126,75,769,1,6,5,8,9,0,1,1,1,0,0,1,39,2839,Married,Master
51948,0,1,51,82,33,54,71,30,41,270,2,5,2,4,5,0,0,0,0,0,0,0,42,2444,Married,Graduation
71853,0,0,29,358,108,413,141,97,32,1117,1,2,8,6,1,0,0,0,0,0,0,0,35,2576,Together,Graduation
35876,0,0,13,66,2,40,4,3,14,115,1,3,1,3,6,0,0,0,0,0,0,0,34,2229,Married,Master
40049,0,1,23,13,6,7,0,3,3,29,1,1,0,3,6,0,0,0,0,0,0,0,65,2415,Widow,Graduation
39660,1,0,36,139,13,78,20,13,36,263,3,7,1,3,9,0,0,0,0,0,0,1,35,2849,Single,Graduation
50127,0,1,88,274,0,21,4,6,15,305,1,5,1,6,6,0,1,0,0,0,0,0,55,2190,Together,Graduation
43263,0,1,2,262,6,61,0,10,102,339,3,5,2,6,5,0,0,0,0,0,0,0,40,2744,Married,Master
62845,1,1,3,1099,0,45,0,0,34,1144,11,3,4,10,8,0,1,0,0,0,0,1,68,2795,Married,Master
18929,0,0,15,32,0,8,23,4,18,67,1,1,0,4,6,0,0,0,0,0,0,0,27,2657,Married,Graduation
24367,1,0,58,2,4,2,0,11,5,19,1,1,0,2,9,0,0,0,0,0,0,0,35,2625,Single,Basic
33249,1,0,11,6,10,21,19,14,42,70,2,2,1,3,6,0,0,0,0,0,0,0,42,2653,Single,Graduation
26887,0,1,27,6,7,4,3,4,6,24,1,1,0,3,6,0,0,0,0,0,0,0,58,2663,Married,2n cycle
50150,0,0,32,135,46,92,65,61,11,399,2,5,2,7,5,0,0,0,0,0,0,0,34,2533,Married,PhD
62061,0,1,12,641,7,84,0,30,38,762,3,10,4,7,6,0,1,0,0,0,0,0,41,2461,Together,Graduation
85696,0,0,88,714,76,395,116,0,12,1301,1,4,6,9,1,0,0,0,0,0,0,1,55,2581,Divorced,PhD
76542,0,0,91,794,73,573,0,29,14,1469,1,4,8,10,2,0,0,0,0,0,0,0,61,2615,Together,PhD
70515,0,0,12,420,0,452,182,64,140,1118,1,6,6,4,2,0,0,0,0,0,0,1,24,2410,Single,Graduation
